Order_ID,Order_Date,Customer_ID,Product_ID,Product_Name,Category,Quantity,Selling_Price,Cost_Price,Discount_Percent,Gross_Sales,Discount_Amount,Revenue,Total_Cost,Profit,Profit_Margin_Percent,Payment_Mode,Sales_Channel,City
ORD100908,2024-01-09,C1496,P147,Cushion V3,Home,1,2180,1724,10.0,2180,218.0,1962.0,1724,238.0,12.13,Card,Store,Prayagraj
ORD100909,2024-04-17,C1244,P132,File Folder V3,Office,1,4410,2825,5.0,4410,220.5,4189.5,2825,1364.5,32.57,UPI,Phone,Jaipur
ORD100910,2024-05-01,C1443,P164,Power Bank V2,Accessories,2,1150,849,10.0,2300,230.0,2070.0,1698,372.0,17.97,UPI,Store,Varanasi
ORD100911,2026-06-16,C1338,P124,Desk Lamp V1,Office,1,4350,2868,5.0,4350,217.5,4132.5,2868,1264.5,30.6,UPI,Store,Lucknow
ORD100912,2025-08-28,C1296,P156,Laptop Bag V3,Accessories,5,1980,1255,5.0,9900,495.0,9405.0,6275,3130.0,33.28,Card,Store,Lucknow
ORD100913,2025-01-13,C1461,P139,Storage Box V1,Home,2,2100,1652,10.0,4200,420.0,3780.0,3304,476.0,12.59,UPI,Store,Mumbai
ORD100914,2026-02-13,C1477,P129,Printer Paper V3,Office,3,7700,4733,5.0,23100,1155.0,21945.0,14199,7746.0,35.3,UPI,Store,Delhi
ORD100915,2024-10-20,C1399,P120,Notebook V3,Office,5,5080,3876,0.0,25400,0.0,25400.0,19380,6020.0,23.7,Cash,Store,Agra
ORD100916,2025-01-30,C1257,P116,Bluetooth Speaker V2,Electronics,3,4810,3714,0.0,14430,0.0,14430.0,11142,3288.0,22.79,UPI,Store,Lucknow
ORD100917,2024-07-31,C1187,P143,Table Clock V2,Home,5,2900,2046,10.0,14500,1450.0,13050.0,10230,2820.0,21.61,Card,Store,Kanpur
ORD100918,2024-05-31,C1223,P137,Water Bottle V2,Home,1,1800,1202,0.0,1800,0.0,1800.0,1202,598.0,33.22,UPI,Phone,Prayagraj
ORD100919,2024-01-23,C1123,P142,Table Clock V1,Home,1,2610,1876,10.0,2610,261.0,2349.0,1876,473.0,20.14,UPI,Store,Mumbai
ORD100920,2024-08-31,C1323,P123,Office Chair V3,Office,1,4680,3454,5.0,4680,234.0,4446.0,3454,992.0,22.31,Card,Online,Mumbai
ORD100921,2025-01-24,C1418,P137,Water Bottle V2,Home,2,1800,1202,5.0,3600,180.0,3420.0,2404,1016.0,29.71,Card,Online,Delhi
ORD100922,2026-05-20,C1113,P103,Keyboard V1,Electronics,2,4190,2634,10.0,8380,838.0,7542.0,5268,2274.0,30.15,Net Banking,Online,Agra
ORD100923,2026-06-28,C1375,P123,Office Chair V3,Office,2,4680,3454,15.0,9360,1404.0,7956.0,6908,1048.0,13.17,Card,Phone,Prayagraj
ORD100924,2024-09-18,C1353,P155,Laptop Bag V2,Accessories,2,2620,1779,10.0,5240,524.0,4716.0,3558,1158.0,24.55,Net Banking,Online,Varanasi
ORD100925,2024-05-25,C1011,P150,LED Bulb V3,Home,4,2960,2119,5.0,11840,592.0,11248.0,8476,2772.0,24.64,Card,Online,Agra
ORD100926,2024-05-21,C1356,P172,Coffee V1,Grocery,1,660,526,10.0,660,66.0,594.0,526,68.0,11.45,Net Banking,Store,Gurugram
ORD100927,2026-01-13,C1160,P170,Travel Pouch V2,Accessories,1,1850,1364,5.0,1850,92.5,1757.5,1364,393.5,22.39,Cash,Store,Gurugram
ORD100928,2024-07-03,C1338,P150,LED Bulb V3,Home,2,2960,2119,5.0,5920,296.0,5624.0,4238,1386.0,24.64,Card,Phone,Lucknow
ORD100929,2025-04-25,C1434,P106,Headphones V1,Electronics,2,4570,3663,15.0,9140,1371.0,7769.0,7326,443.0,5.7,Net Banking,Online,Kanpur
ORD100930,2025-07-07,C1012,P125,Desk Lamp V2,Office,1,4970,3317,0.0,4970,0.0,4970.0,3317,1653.0,33.26,Card,Store,Kanpur
ORD100931,2024-01-03,C1253,P178,Biscuits V1,Grocery,3,1460,1162,10.0,4380,438.0,3942.0,3486,456.0,11.57,UPI,Online,Kanpur
ORD100932,2025-05-03,C1406,P159,Phone Case V3,Accessories,4,1360,849,5.0,5440,272.0,5168.0,3396,1772.0,34.29,UPI,Store,Delhi
ORD100933,2025-03-04,C1072,P178,Biscuits V1,Grocery,3,1460,1162,10.0,4380,438.0,3942.0,3486,456.0,11.57,Card,Store,Kanpur
ORD100934,2025-10-07,C1026,P137,Water Bottle V2,Home,1,1800,1202,15.0,1800,270.0,1530.0,1202,328.0,21.44,UPI,Store,Lucknow
ORD100935,2025-08-25,C1029,P137,Water Bottle V2,Home,3,1800,1202,10.0,5400,540.0,4860.0,3606,1254.0,25.8,UPI,Online,Lucknow
ORD100936,2025-05-13,C1145,P156,Laptop Bag V3,Accessories,3,1980,1255,0.0,5940,0.0,5940.0,3765,2175.0,36.62,UPI,Online,Mumbai
ORD100937,2024-09-11,C1446,P120,Notebook V3,Office,2,5080,3876,5.0,10160,508.0,9652.0,7752,1900.0,19.69,Card,Online,Noida
ORD100938,2024-08-06,C1474,P138,Water Bottle V3,Home,1,2890,1947,5.0,2890,144.5,2745.5,1947,798.5,29.08,UPI,Store,Varanasi
ORD100939,2024-08-10,C1351,P149,LED Bulb V2,Home,2,1290,1029,0.0,2580,0.0,2580.0,2058,522.0,20.23,Card,Online,Noida
ORD100940,2025-01-27,C1190,P178,Biscuits V1,Grocery,2,1460,1162,5.0,2920,146.0,2774.0,2324,450.0,16.22,UPI,Online,Lucknow
ORD100941,2025-04-28,C1276,P155,Laptop Bag V2,Accessories,3,2620,1779,15.0,7860,1179.0,6681.0,5337,1344.0,20.12,Net Banking,Online,Agra
ORD100942,2026-06-16,C1400,P151,Cleaning Kit V1,Home,2,2890,1977,15.0,5780,867.0,4913.0,3954,959.0,19.52,UPI,Store,Delhi
ORD100943,2024-09-18,C1067,P150,LED Bulb V3,Home,3,2960,2119,5.0,8880,444.0,8436.0,6357,2079.0,24.64,Card,Online,Prayagraj
ORD100944,2025-07-23,C1035,P171,Travel Pouch V3,Accessories,1,1430,1156,10.0,1430,143.0,1287.0,1156,131.0,10.18,UPI,Phone,Lucknow
ORD100945,2025-09-01,C1042,P177,Tea V3,Grocery,1,540,388,5.0,540,27.0,513.0,388,125.0,24.37,Cash,Store,Gurugram
ORD100946,2024-01-19,C1346,P108,Headphones V3,Electronics,2,4890,3636,15.0,9780,1467.0,8313.0,7272,1041.0,12.52,UPI,Store,Varanasi
ORD100947,2024-12-10,C1418,P167,Desk Mat V2,Accessories,1,3170,2059,0.0,3170,0.0,3170.0,2059,1111.0,35.05,UPI,Store,Delhi
ORD100948,2024-09-19,C1272,P163,Power Bank V1,Accessories,3,510,428,5.0,1530,76.5,1453.5,1284,169.5,11.66,Cash,Store,Lucknow
ORD100949,2024-09-05,C1104,P153,Cleaning Kit V3,Home,3,2770,1726,15.0,8310,1246.5,7063.5,5178,1885.5,26.69,Net Banking,Online,Delhi
ORD100950,2024-01-28,C1341,P121,Office Chair V1,Office,8,6460,4606,15.0,51680,7752.0,43928.0,36848,7080.0,16.12,Card,Online,Jaipur
ORD100951,2024-01-26,C1380,P109,USB Hub V1,Electronics,4,1970,1209,5.0,7880,394.0,7486.0,4836,2650.0,35.4,UPI,Online,Kanpur
ORD100952,2024-08-27,C1072,P126,Desk Lamp V3,Office,1,370,241,0.0,370,0.0,370.0,241,129.0,34.86,UPI,Store,Kanpur
ORD100953,2024-03-24,C1299,P138,Water Bottle V3,Home,2,2890,1947,5.0,5780,289.0,5491.0,3894,1597.0,29.08,Net Banking,Online,Kanpur
ORD100954,2026-05-29,C1341,P161,Charging Cable V2,Accessories,2,2440,1541,20.0,4880,976.0,3904.0,3082,822.0,21.06,UPI,Online,Jaipur
ORD100955,2024-12-12,C1013,P147,Cushion V3,Home,6,2180,1724,5.0,13080,654.0,12426.0,10344,2082.0,16.76,Net Banking,Online,Gurugram
ORD100956,2024-02-17,C1061,P168,Desk Mat V3,Accessories,3,2910,2229,10.0,8730,873.0,7857.0,6687,1170.0,14.89,Card,Online,Mumbai
ORD100957,2025-01-04,C1177,P125,Desk Lamp V2,Office,1,4970,3317,20.0,4970,994.0,3976.0,3317,659.0,16.57,UPI,Store,Jaipur
ORD100958,2024-03-22,C1333,P164,Power Bank V2,Accessories,1,1150,849,20.0,1150,230.0,920.0,849,71.0,7.72,Cash,Online,Prayagraj
ORD100959,2025-03-20,C1475,P126,Desk Lamp V3,Office,1,370,241,10.0,370,37.0,333.0,241,92.0,27.63,Cash,Online,Noida
ORD100960,2026-06-10,C1406,P142,Table Clock V1,Home,4,2610,1876,5.0,10440,522.0,9918.0,7504,2414.0,24.34,Card,Online,Delhi
ORD100961,2026-05-14,C1361,P107,Headphones V2,Electronics,1,3120,2535,10.0,3120,312.0,2808.0,2535,273.0,9.72,Cash,Online,Mumbai
ORD100962,2025-01-02,C1168,P120,Notebook V3,Office,1,5080,3876,5.0,5080,254.0,4826.0,3876,950.0,19.69,Card,Store,Lucknow
ORD100963,2025-10-30,C1463,P164,Power Bank V2,Accessories,1,1150,849,5.0,1150,57.5,1092.5,849,243.5,22.29,UPI,Online,Varanasi
ORD100964,2025-03-05,C1359,P152,Cleaning Kit V2,Home,3,3090,2318,10.0,9270,927.0,8343.0,6954,1389.0,16.65,Net Banking,Online,Lucknow
ORD100965,2025-10-03,C1058,P104,Keyboard V2,Electronics,2,820,576,0.0,1640,0.0,1640.0,1152,488.0,29.76,Card,Online,Noida
ORD100966,2026-04-24,C1299,P141,Storage Box V3,Home,2,2200,1823,5.0,4400,220.0,4180.0,3646,534.0,12.78,Card,Online,Kanpur
ORD100967,2025-05-20,C1173,P172,Coffee V1,Grocery,1,660,526,10.0,660,66.0,594.0,526,68.0,11.45,Cash,Online,Delhi
ORD100968,2025-07-26,C1063,P168,Desk Mat V3,Accessories,2,2910,2229,10.0,5820,582.0,5238.0,4458,780.0,14.89,UPI,Online,Noida
ORD100969,2026-02-11,C1112,P121,Office Chair V1,Office,2,6460,4606,15.0,12920,1938.0,10982.0,9212,1770.0,16.12,UPI,Phone,Varanasi
ORD100970,2025-06-07,C1242,P179,Biscuits V2,Grocery,4,1150,889,15.0,4600,690.0,3910.0,3556,354.0,9.05,Card,Store,Delhi
ORD100971,2025-04-27,C1222,P171,Travel Pouch V3,Accessories,2,1430,1156,5.0,2860,143.0,2717.0,2312,405.0,14.91,Cash,Online,Delhi
ORD100972,2024-06-02,C1357,P124,Desk Lamp V1,Office,1,4350,2868,15.0,4350,652.5,3697.5,2868,829.5,22.43,Card,Store,Kanpur
ORD100973,2026-02-20,C1126,P120,Notebook V3,Office,1,5080,3876,20.0,5080,1016.0,4064.0,3876,188.0,4.63,Cash,Store,Gurugram
ORD100974,2024-09-21,C1238,P106,Headphones V1,Electronics,5,4570,3663,5.0,22850,1142.5,21707.5,18315,3392.5,15.63,Cash,Online,Noida
ORD100975,2026-02-13,C1134,P149,LED Bulb V2,Home,5,1290,1029,5.0,6450,322.5,6127.5,5145,982.5,16.03,UPI,Online,Agra
ORD100976,2026-06-04,C1351,P135,Stapler V3,Office,4,7170,4632,10.0,28680,2868.0,25812.0,18528,7284.0,28.22,Net Banking,Online,Noida
ORD100977,2025-05-13,C1401,P144,Table Clock V3,Home,7,2960,2357,0.0,20720,0.0,20720.0,16499,4221.0,20.37,UPI,Store,Gurugram
ORD100978,2026-06-28,C1131,P117,Bluetooth Speaker V3,Electronics,1,1400,967,5.0,1400,70.0,1330.0,967,363.0,27.29,Card,Store,Prayagraj
ORD100979,2024-06-20,C1050,P118,Notebook V1,Office,2,2820,2304,5.0,5640,282.0,5358.0,4608,750.0,14.0,Card,Online,Gurugram
ORD100980,2024-09-02,C1343,P147,Cushion V3,Home,2,2180,1724,0.0,4360,0.0,4360.0,3448,912.0,20.92,Cash,Phone,Gurugram
ORD100981,2024-03-19,C1168,P141,Storage Box V3,Home,4,2200,1823,5.0,8800,440.0,8360.0,7292,1068.0,12.78,UPI,Store,Lucknow
ORD100982,2024-11-26,C1012,P113,Webcam V2,Electronics,2,2640,1889,10.0,5280,528.0,4752.0,3778,974.0,20.5,UPI,Store,Kanpur
ORD100983,2026-02-02,C1049,P143,Table Clock V2,Home,3,2900,2046,0.0,8700,0.0,8700.0,6138,2562.0,29.45,UPI,Store,Lucknow
ORD100984,2025-06-30,C1022,P160,Charging Cable V1,Accessories,1,3270,2329,5.0,3270,163.5,3106.5,2329,777.5,25.03,UPI,Store,Jaipur
ORD100985,2024-04-02,C1006,P101,Wireless Mouse V2,Electronics,2,2890,2270,0.0,5780,0.0,5780.0,4540,1240.0,21.45,Card,Store,Kanpur
ORD100986,2025-04-03,C1086,P174,Coffee V3,Grocery,2,1420,1012,15.0,2840,426.0,2414.0,2024,390.0,16.16,Net Banking,Online,Noida
ORD100987,2024-12-13,C1445,P127,Printer Paper V1,Office,2,6100,4997,15.0,12200,1830.0,10370.0,9994,376.0,3.63,UPI,Phone,Lucknow
ORD100988,2025-07-07,C1365,P133,Stapler V1,Office,2,6390,4143,5.0,12780,639.0,12141.0,8286,3855.0,31.75,Cash,Online,Jaipur
ORD100989,2025-04-24,C1287,P157,Phone Case V1,Accessories,1,560,464,10.0,560,56.0,504.0,464,40.0,7.94,UPI,Online,Varanasi
ORD100990,2025-04-11,C1464,P135,Stapler V3,Office,4,7170,4632,10.0,28680,2868.0,25812.0,18528,7284.0,28.22,Card,Store,Lucknow
ORD100991,2026-04-11,C1331,P160,Charging Cable V1,Accessories,3,3270,2329,10.0,9810,981.0,8829.0,6987,1842.0,20.86,Cash,Online,Kanpur
ORD100992,2025-09-18,C1346,P107,Headphones V2,Electronics,5,3120,2535,5.0,15600,780.0,14820.0,12675,2145.0,14.47,Card,Store,Varanasi
ORD100993,2025-08-26,C1336,P118,Notebook V1,Office,1,2820,2304,15.0,2820,423.0,2397.0,2304,93.0,3.88,Cash,Store,Kanpur
ORD100994,2025-01-21,C1145,P124,Desk Lamp V1,Office,1,4350,2868,0.0,4350,0.0,4350.0,2868,1482.0,34.07,UPI,Store,Mumbai
ORD100995,2025-05-01,C1265,P120,Notebook V3,Office,6,5080,3876,15.0,30480,4572.0,25908.0,23256,2652.0,10.24,Card,Online,Kanpur
ORD100996,2024-05-09,C1323,P164,Power Bank V2,Accessories,1,1150,849,10.0,1150,115.0,1035.0,849,186.0,17.97,UPI,Online,Mumbai
ORD100997,2025-12-23,C1108,P125,Desk Lamp V2,Office,6,4970,3317,10.0,29820,2982.0,26838.0,19902,6936.0,25.84,Net Banking,Store,Lucknow
ORD100998,2024-04-29,C1104,P133,Stapler V1,Office,2,6390,4143,10.0,12780,1278.0,11502.0,8286,3216.0,27.96,Cash,Online,Delhi
ORD100999,2025-11-15,C1476,P132,File Folder V3,Office,3,4410,2825,5.0,13230,661.5,12568.5,8475,4093.5,32.57,UPI,Online,Noida
ORD101000,2024-05-24,C1350,P170,Travel Pouch V2,Accessories,1,1850,1364,15.0,1850,277.5,1572.5,1364,208.5,13.26,UPI,Store,Noida
ORD101001,2026-01-23,C1497,P124,Desk Lamp V1,Office,1,4350,2868,5.0,4350,217.5,4132.5,2868,1264.5,30.6,Card,Online,Lucknow
ORD101002,2024-10-03,C1451,P143,Table Clock V2,Home,1,2900,2046,5.0,2900,145.0,2755.0,2046,709.0,25.74,UPI,Store,Delhi
ORD101003,2026-02-15,C1198,P129,Printer Paper V3,Office,1,7700,4733,0.0,7700,0.0,7700.0,4733,2967.0,38.53,Card,Online,Delhi
ORD101004,2026-01-27,C1035,P102,Wireless Mouse V3,Electronics,5,3210,2684,5.0,16050,802.5,15247.5,13420,1827.5,11.99,UPI,Online,Lucknow
ORD101005,2025-05-14,C1109,P107,Headphones V2,Electronics,1,3120,2535,0.0,3120,0.0,3120.0,2535,585.0,18.75,UPI,Phone,Varanasi
ORD101006,2025-02-11,C1005,P156,Laptop Bag V3,Accessories,3,1980,1255,0.0,5940,0.0,5940.0,3765,2175.0,36.62,Card,Store,Delhi
ORD101007,2026-06-09,C1393,P132,File Folder V3,Office,1,4410,2825,5.0,4410,220.5,4189.5,2825,1364.5,32.57,Cash,Store,Gurugram
ORD101008,2025-03-03,C1312,P115,Bluetooth Speaker V1,Electronics,3,6930,4749,5.0,20790,1039.5,19750.5,14247,5503.5,27.87,UPI,Store,Lucknow
ORD101009,2025-01-16,C1244,P105,Keyboard V3,Electronics,4,4190,3534,10.0,16760,1676.0,15084.0,14136,948.0,6.28,Net Banking,Phone,Jaipur
ORD101010,2024-07-09,C1147,P120,Notebook V3,Office,5,5080,3876,0.0,25400,0.0,25400.0,19380,6020.0,23.7,UPI,Store,Lucknow
ORD101011,2025-04-24,C1304,P133,Stapler V1,Office,1,6390,4143,10.0,6390,639.0,5751.0,4143,1608.0,27.96,UPI,Store,Prayagraj
ORD101012,2024-10-25,C1171,P146,Cushion V2,Home,4,3320,2419,10.0,13280,1328.0,11952.0,9676,2276.0,19.04,UPI,Store,Kanpur
ORD101013,2026-02-21,C1109,P143,Table Clock V2,Home,1,2900,2046,5.0,2900,145.0,2755.0,2046,709.0,25.74,Card,Online,Varanasi
ORD101014,2026-04-28,C1212,P150,LED Bulb V3,Home,1,2960,2119,15.0,2960,444.0,2516.0,2119,397.0,15.78,Net Banking,Store,Noida
ORD101015,2024-01-10,C1493,P141,Storage Box V3,Home,4,2200,1823,10.0,8800,880.0,7920.0,7292,628.0,7.93,Cash,Phone,Delhi
ORD101016,2024-09-02,C1345,P107,Headphones V2,Electronics,1,3120,2535,10.0,3120,312.0,2808.0,2535,273.0,9.72,Card,Phone,Delhi
ORD101017,2025-09-25,C1445,P147,Cushion V3,Home,1,2180,1724,10.0,2180,218.0,1962.0,1724,238.0,12.13,Card,Online,Lucknow
ORD101018,2026-01-26,C1202,P104,Keyboard V2,Electronics,2,820,576,5.0,1640,82.0,1558.0,1152,406.0,26.06,Cash,Store,Prayagraj
ORD101019,2025-03-05,C1068,P130,File Folder V1,Office,2,3130,2238,15.0,6260,939.0,5321.0,4476,845.0,15.88,UPI,Phone,Mumbai
ORD101020,2024-12-03,C1161,P152,Cleaning Kit V2,Home,2,3090,2318,0.0,6180,0.0,6180.0,4636,1544.0,24.98,Net Banking,Online,Jaipur
ORD101021,2024-09-15,C1272,P160,Charging Cable V1,Accessories,4,3270,2329,10.0,13080,1308.0,11772.0,9316,2456.0,20.86,UPI,Phone,Lucknow
ORD101022,2025-09-14,C1415,P109,USB Hub V1,Electronics,3,1970,1209,0.0,5910,0.0,5910.0,3627,2283.0,38.63,Card,Online,Gurugram
ORD101023,2024-08-01,C1081,P105,Keyboard V3,Electronics,2,4190,3534,5.0,8380,419.0,7961.0,7068,893.0,11.22,Cash,Online,Noida
ORD101024,2024-02-12,C1116,P120,Notebook V3,Office,2,5080,3876,20.0,10160,2032.0,8128.0,7752,376.0,4.63,Card,Phone,Agra
ORD101025,2024-10-21,C1326,P129,Printer Paper V3,Office,4,7700,4733,15.0,30800,4620.0,26180.0,18932,7248.0,27.69,UPI,Store,Mumbai
ORD101026,2026-04-26,C1035,P154,Laptop Bag V1,Accessories,1,3580,2326,10.0,3580,358.0,3222.0,2326,896.0,27.81,Card,Store,Lucknow
ORD101027,2024-01-13,C1121,P115,Bluetooth Speaker V1,Electronics,1,6930,4749,0.0,6930,0.0,6930.0,4749,2181.0,31.47,UPI,Online,Lucknow
ORD101028,2024-07-25,C1411,P106,Headphones V1,Electronics,2,4570,3663,20.0,9140,1828.0,7312.0,7326,-14.0,-0.19,Cash,Online,Prayagraj
ORD101029,2024-06-02,C1057,P138,Water Bottle V3,Home,1,2890,1947,10.0,2890,289.0,2601.0,1947,654.0,25.14,Net Banking,Online,Prayagraj
ORD101030,2024-03-06,C1231,P142,Table Clock V1,Home,2,2610,1876,15.0,5220,783.0,4437.0,3752,685.0,15.44,UPI,Online,Gurugram
ORD101031,2025-05-28,C1131,P177,Tea V3,Grocery,1,540,388,0.0,540,0.0,540.0,388,152.0,28.15,UPI,Online,Prayagraj
ORD101032,2025-07-14,C1135,P162,Charging Cable V3,Accessories,3,3240,2132,0.0,9720,0.0,9720.0,6396,3324.0,34.2,Cash,Online,Agra
ORD101033,2024-02-04,C1112,P151,Cleaning Kit V1,Home,3,2890,1977,10.0,8670,867.0,7803.0,5931,1872.0,23.99,UPI,Online,Varanasi
ORD101034,2024-08-20,C1097,P133,Stapler V1,Office,1,6390,4143,10.0,6390,639.0,5751.0,4143,1608.0,27.96,Cash,Online,Gurugram
ORD101035,2026-06-15,C1111,P128,Printer Paper V2,Office,3,2840,2176,0.0,8520,0.0,8520.0,6528,1992.0,23.38,Card,Store,Delhi
ORD101036,2026-02-22,C1265,P175,Tea V1,Grocery,4,1390,900,0.0,5560,0.0,5560.0,3600,1960.0,35.25,Cash,Online,Kanpur
ORD101037,2025-12-05,C1425,P148,LED Bulb V1,Home,3,1590,982,0.0,4770,0.0,4770.0,2946,1824.0,38.24,Net Banking,Store,Lucknow
ORD101038,2025-03-31,C1477,P157,Phone Case V1,Accessories,3,560,464,0.0,1680,0.0,1680.0,1392,288.0,17.14,UPI,Store,Delhi
ORD101039,2025-03-24,C1116,P125,Desk Lamp V2,Office,2,4970,3317,5.0,9940,497.0,9443.0,6634,2809.0,29.75,UPI,Online,Agra
ORD101040,2025-10-15,C1045,P134,Stapler V2,Office,2,5250,3976,5.0,10500,525.0,9975.0,7952,2023.0,20.28,Card,Store,Delhi
ORD101041,2025-08-17,C1057,P152,Cleaning Kit V2,Home,1,3090,2318,10.0,3090,309.0,2781.0,2318,463.0,16.65,Net Banking,Online,Prayagraj
ORD101042,2025-07-31,C1402,P152,Cleaning Kit V2,Home,1,3090,2318,10.0,3090,309.0,2781.0,2318,463.0,16.65,UPI,Store,Jaipur
ORD101043,2025-02-02,C1409,P102,Wireless Mouse V3,Electronics,2,3210,2684,20.0,6420,1284.0,5136.0,5368,-232.0,-4.52,Cash,Online,Mumbai
ORD101044,2024-05-22,C1036,P157,Phone Case V1,Accessories,2,560,464,5.0,1120,56.0,1064.0,928,136.0,12.78,UPI,Online,Delhi
ORD101045,2025-06-19,C1077,P140,Storage Box V2,Home,1,1780,1191,10.0,1780,178.0,1602.0,1191,411.0,25.66,Card,Store,Lucknow
ORD101046,2026-02-18,C1340,P102,Wireless Mouse V3,Electronics,3,3210,2684,15.0,9630,1444.5,8185.5,8052,133.5,1.63,UPI,Online,Jaipur
ORD101047,2025-03-27,C1250,P167,Desk Mat V2,Accessories,2,3170,2059,15.0,6340,951.0,5389.0,4118,1271.0,23.59,Net Banking,Online,Jaipur
ORD101048,2026-04-12,C1245,P163,Power Bank V1,Accessories,4,510,428,10.0,2040,204.0,1836.0,1712,124.0,6.75,UPI,Online,Lucknow
ORD101049,2026-04-09,C1343,P123,Office Chair V3,Office,3,4680,3454,15.0,14040,2106.0,11934.0,10362,1572.0,13.17,UPI,Online,Gurugram
ORD101050,2025-01-27,C1100,P113,Webcam V2,Electronics,1,2640,1889,5.0,2640,132.0,2508.0,1889,619.0,24.68,Net Banking,Online,Mumbai
ORD101051,2026-01-04,C1480,P138,Water Bottle V3,Home,1,2890,1947,10.0,2890,289.0,2601.0,1947,654.0,25.14,Card,Online,Delhi
ORD101052,2024-01-17,C1116,P176,Tea V2,Grocery,3,920,750,0.0,2760,0.0,2760.0,2250,510.0,18.48,UPI,Phone,Agra
ORD101053,2025-12-17,C1297,P170,Travel Pouch V2,Accessories,2,1850,1364,5.0,3700,185.0,3515.0,2728,787.0,22.39,UPI,Online,Lucknow
ORD101054,2024-02-25,C1350,P103,Keyboard V1,Electronics,2,4190,2634,10.0,8380,838.0,7542.0,5268,2274.0,30.15,Net Banking,Online,Noida
ORD101055,2024-05-30,C1184,P149,LED Bulb V2,Home,1,1290,1029,5.0,1290,64.5,1225.5,1029,196.5,16.03,Card,Phone,Gurugram
ORD101056,2025-02-05,C1077,P121,Office Chair V1,Office,4,6460,4606,10.0,25840,2584.0,23256.0,18424,4832.0,20.78,Cash,Store,Lucknow
ORD101057,2025-11-03,C1249,P138,Water Bottle V3,Home,1,2890,1947,15.0,2890,433.5,2456.5,1947,509.5,20.74,UPI,Online,Kanpur
ORD101058,2024-04-19,C1379,P166,Desk Mat V1,Accessories,1,3330,2082,10.0,3330,333.0,2997.0,2082,915.0,30.53,Card,Store,Kanpur
ORD101059,2026-03-23,C1015,P130,File Folder V1,Office,1,3130,2238,10.0,3130,313.0,2817.0,2238,579.0,20.55,UPI,Store,Lucknow
ORD101060,2025-11-26,C1014,P147,Cushion V3,Home,2,2180,1724,15.0,4360,654.0,3706.0,3448,258.0,6.96,UPI,Online,Agra
ORD101061,2026-01-27,C1489,P103,Keyboard V1,Electronics,3,4190,2634,5.0,12570,628.5,11941.5,7902,4039.5,33.83,UPI,Online,Lucknow
ORD101062,2024-01-12,C1128,P149,LED Bulb V2,Home,1,1290,1029,0.0,1290,0.0,1290.0,1029,261.0,20.23,Card,Store,Agra
ORD101063,2024-07-01,C1422,P108,Headphones V3,Electronics,5,4890,3636,0.0,24450,0.0,24450.0,18180,6270.0,25.64,UPI,Store,Agra
ORD101064,2025-10-20,C1220,P157,Phone Case V1,Accessories,1,560,464,0.0,560,0.0,560.0,464,96.0,17.14,Card,Online,Agra
ORD101065,2025-03-14,C1270,P146,Cushion V2,Home,2,3320,2419,0.0,6640,0.0,6640.0,4838,1802.0,27.14,Cash,Online,Kanpur
ORD101066,2026-03-13,C1249,P156,Laptop Bag V3,Accessories,3,1980,1255,10.0,5940,594.0,5346.0,3765,1581.0,29.57,UPI,Online,Kanpur
ORD101067,2024-03-09,C1162,P151,Cleaning Kit V1,Home,3,2890,1977,20.0,8670,1734.0,6936.0,5931,1005.0,14.49,Card,Online,Agra
ORD101068,2025-08-03,C1115,P163,Power Bank V1,Accessories,2,510,428,0.0,1020,0.0,1020.0,856,164.0,16.08,UPI,Store,Delhi
ORD101069,2026-05-21,C1200,P133,Stapler V1,Office,4,6390,4143,0.0,25560,0.0,25560.0,16572,8988.0,35.16,Cash,Store,Lucknow
ORD101070,2025-03-01,C1484,P161,Charging Cable V2,Accessories,1,2440,1541,10.0,2440,244.0,2196.0,1541,655.0,29.83,UPI,Online,Jaipur
ORD101071,2026-05-31,C1479,P130,File Folder V1,Office,2,3130,2238,10.0,6260,626.0,5634.0,4476,1158.0,20.55,Card,Store,Varanasi
ORD101072,2025-10-11,C1470,P131,File Folder V2,Office,3,5150,3339,0.0,15450,0.0,15450.0,10017,5433.0,35.17,Card,Online,Mumbai
ORD101073,2025-12-02,C1380,P175,Tea V1,Grocery,3,1390,900,15.0,4170,625.5,3544.5,2700,844.5,23.83,Cash,Store,Kanpur
ORD101074,2026-01-19,C1215,P173,Coffee V2,Grocery,1,930,610,5.0,930,46.5,883.5,610,273.5,30.96,UPI,Online,Lucknow
ORD101075,2025-01-13,C1312,P173,Coffee V2,Grocery,4,930,610,0.0,3720,0.0,3720.0,2440,1280.0,34.41,Card,Online,Lucknow
ORD101076,2024-08-20,C1398,P159,Phone Case V3,Accessories,6,1360,849,15.0,8160,1224.0,6936.0,5094,1842.0,26.56,UPI,Store,Prayagraj
ORD101077,2024-07-23,C1488,P100,Wireless Mouse V1,Electronics,3,3130,2246,0.0,9390,0.0,9390.0,6738,2652.0,28.24,UPI,Store,Lucknow
ORD101078,2025-09-28,C1449,P133,Stapler V1,Office,2,6390,4143,15.0,12780,1917.0,10863.0,8286,2577.0,23.72,UPI,Online,Kanpur
ORD101079,2024-01-25,C1392,P161,Charging Cable V2,Accessories,2,2440,1541,10.0,4880,488.0,4392.0,3082,1310.0,29.83,UPI,Phone,Prayagraj
