Date,Product_ID,Product_Name,Category,Opening_Stock,Units_Sold,Stock_Received,Closing_Stock
2024-07-26,P173,Coffee V2,Grocery,253,5,5,253
2024-07-26,P175,Tea V1,Grocery,155,3,4,156
2024-07-26,P176,Tea V2,Grocery,295,3,7,299
2024-07-27,P115,Bluetooth Speaker V1,Electronics,394,1,4,397
2024-07-27,P124,Desk Lamp V1,Office,301,1,5,305
2024-07-27,P128,Printer Paper V2,Office,133,2,9,140
2024-07-27,P173,Coffee V2,Grocery,320,5,3,318
2024-07-28,P104,Keyboard V2,Electronics,277,5,2,274
2024-07-28,P107,Headphones V2,Electronics,174,2,6,178
2024-07-28,P129,Printer Paper V3,Office,236,1,3,238
2024-07-28,P130,File Folder V1,Office,367,2,5,370
2024-07-28,P169,Travel Pouch V1,Accessories,167,2,2,167
2024-07-29,P125,Desk Lamp V2,Office,285,4,6,287
2024-07-29,P129,Printer Paper V3,Office,244,3,2,243
2024-07-29,P132,File Folder V3,Office,316,1,6,321
2024-07-29,P138,Water Bottle V3,Home,138,2,3,139
2024-07-29,P154,Laptop Bag V1,Accessories,352,3,2,351
2024-07-29,P160,Charging Cable V1,Accessories,377,2,3,378
2024-07-30,P100,Wireless Mouse V1,Electronics,169,4,4,169
2024-07-30,P118,Notebook V1,Office,297,3,3,297
2024-07-30,P130,File Folder V1,Office,362,1,0,361
2024-07-30,P133,Stapler V1,Office,123,1,4,126
2024-07-30,P143,Table Clock V2,Home,95,1,3,97
2024-07-30,P151,Cleaning Kit V1,Home,116,2,3,117
2024-07-31,P140,Storage Box V2,Home,138,1,1,138
2024-07-31,P143,Table Clock V2,Home,122,5,6,123
2024-07-31,P147,Cushion V3,Home,243,3,5,245
2024-07-31,P163,Power Bank V1,Accessories,340,3,3,340
2024-08-01,P105,Keyboard V3,Electronics,139,2,6,143
2024-08-01,P123,Office Chair V3,Office,76,1,6,81
2024-08-01,P155,Laptop Bag V2,Accessories,344,4,4,344
2024-08-01,P170,Travel Pouch V2,Accessories,200,2,2,200
2024-08-01,P177,Tea V3,Grocery,120,5,3,118
2024-08-02,P101,Wireless Mouse V2,Electronics,259,4,3,258
2024-08-02,P104,Keyboard V2,Electronics,342,1,5,346
2024-08-02,P112,Webcam V1,Electronics,340,1,2,341
2024-08-02,P128,Printer Paper V2,Office,114,3,7,118
2024-08-02,P173,Coffee V2,Grocery,227,4,4,227
2024-08-02,P176,Tea V2,Grocery,341,2,7,346
2024-08-03,P115,Bluetooth Speaker V1,Electronics,372,4,6,374
2024-08-03,P149,LED Bulb V2,Home,94,4,3,93
2024-08-04,P110,USB Hub V2,Electronics,352,2,7,357
2024-08-04,P115,Bluetooth Speaker V1,Electronics,304,4,3,303
2024-08-04,P124,Desk Lamp V1,Office,213,5,5,213
2024-08-04,P129,Printer Paper V3,Office,207,4,3,206
2024-08-04,P144,Table Clock V3,Home,280,4,2,278
2024-08-04,P145,Cushion V1,Home,76,3,2,75
2024-08-04,P146,Cushion V2,Home,294,1,3,296
2024-08-04,P154,Laptop Bag V1,Accessories,413,1,5,417
2024-08-04,P161,Charging Cable V2,Accessories,273,3,1,271
2024-08-04,P166,Desk Mat V1,Accessories,132,1,4,135
2024-08-05,P102,Wireless Mouse V3,Electronics,306,2,5,309
2024-08-05,P107,Headphones V2,Electronics,107,1,3,109
2024-08-05,P139,Storage Box V1,Home,125,2,5,128
2024-08-05,P150,LED Bulb V3,Home,200,2,2,200
2024-08-05,P157,Phone Case V1,Accessories,248,5,5,248
2024-08-05,P168,Desk Mat V3,Accessories,340,6,5,339
2024-08-05,P176,Tea V2,Grocery,287,5,6,288
2024-08-06,P101,Wireless Mouse V2,Electronics,172,1,5,176
2024-08-06,P118,Notebook V1,Office,260,6,3,257
2024-08-06,P138,Water Bottle V3,Home,120,1,3,122
2024-08-06,P148,LED Bulb V1,Home,276,2,1,275
2024-08-06,P162,Charging Cable V3,Accessories,151,5,8,154
2024-08-07,P111,USB Hub V3,Electronics,370,1,2,371
2024-08-07,P144,Table Clock V3,Home,240,2,8,246
2024-08-07,P156,Laptop Bag V3,Accessories,443,6,5,442
2024-08-07,P165,Power Bank V3,Accessories,176,2,0,174
2024-08-07,P167,Desk Mat V2,Accessories,294,2,4,296
2024-08-09,P124,Desk Lamp V1,Office,206,6,0,200
2024-08-09,P147,Cushion V3,Home,213,2,0,211
2024-08-09,P151,Cleaning Kit V1,Home,240,3,6,243
2024-08-09,P153,Cleaning Kit V3,Home,387,2,5,390
2024-08-09,P161,Charging Cable V2,Accessories,267,3,3,267
2024-08-09,P165,Power Bank V3,Accessories,77,2,6,81
2024-08-09,P171,Travel Pouch V3,Accessories,221,4,4,221
2024-08-10,P129,Printer Paper V3,Office,256,3,5,258
2024-08-10,P142,Table Clock V1,Home,115,1,4,118
2024-08-10,P149,LED Bulb V2,Home,153,2,5,156
2024-08-10,P161,Charging Cable V2,Accessories,335,2,6,339
2024-08-10,P170,Travel Pouch V2,Accessories,239,4,5,240
2024-08-11,P145,Cushion V1,Home,124,2,5,127
2024-08-11,P175,Tea V1,Grocery,164,2,6,168
2024-08-12,P134,Stapler V2,Office,321,4,5,322
2024-08-12,P155,Laptop Bag V2,Accessories,312,3,6,315
2024-08-12,P156,Laptop Bag V3,Accessories,430,1,4,433
2024-08-12,P159,Phone Case V3,Accessories,291,1,5,295
2024-08-12,P160,Charging Cable V1,Accessories,410,4,6,412
2024-08-12,P167,Desk Mat V2,Accessories,227,1,3,229
2024-08-12,P177,Tea V3,Grocery,154,1,2,155
2024-08-12,P179,Biscuits V2,Grocery,262,3,5,264
2024-08-13,P115,Bluetooth Speaker V1,Electronics,256,1,2,257
2024-08-13,P118,Notebook V1,Office,346,1,4,349
2024-08-13,P123,Office Chair V3,Office,94,2,5,97
2024-08-13,P127,Printer Paper V1,Office,370,2,4,372
2024-08-13,P137,Water Bottle V2,Home,93,4,3,92
2024-08-14,P107,Headphones V2,Electronics,111,3,3,111
2024-08-14,P135,Stapler V3,Office,342,3,6,345
2024-08-14,P137,Water Bottle V2,Home,192,2,5,195
2024-08-14,P139,Storage Box V1,Home,156,3,4,157
2024-08-14,P141,Storage Box V3,Home,303,3,4,304
2024-08-14,P148,LED Bulb V1,Home,155,2,1,154
2024-08-14,P159,Phone Case V3,Accessories,324,4,11,331
2024-08-15,P102,Wireless Mouse V3,Electronics,257,1,5,261
2024-08-15,P105,Keyboard V3,Electronics,253,2,5,256
2024-08-15,P107,Headphones V2,Electronics,153,1,4,156
2024-08-15,P115,Bluetooth Speaker V1,Electronics,355,3,4,356
2024-08-15,P145,Cushion V1,Home,90,2,6,94
2024-08-15,P146,Cushion V2,Home,369,1,6,374
2024-08-15,P149,LED Bulb V2,Home,115,3,2,114
2024-08-16,P101,Wireless Mouse V2,Electronics,296,3,5,298
2024-08-16,P115,Bluetooth Speaker V1,Electronics,261,2,6,265
2024-08-16,P129,Printer Paper V3,Office,217,8,2,211
2024-08-16,P134,Stapler V2,Office,276,4,2,274
2024-08-16,P143,Table Clock V2,Home,127,2,2,127
2024-08-16,P146,Cushion V2,Home,293,2,2,293
2024-08-16,P154,Laptop Bag V1,Accessories,421,1,5,425
2024-08-17,P125,Desk Lamp V2,Office,252,1,8,259
2024-08-17,P132,File Folder V3,Office,287,2,4,289
2024-08-17,P151,Cleaning Kit V1,Home,185,2,6,189
2024-08-17,P154,Laptop Bag V1,Accessories,354,4,5,355
2024-08-17,P177,Tea V3,Grocery,70,1,5,74
2024-08-17,P179,Biscuits V2,Grocery,164,2,5,167
2024-08-18,P102,Wireless Mouse V3,Electronics,274,1,8,281
2024-08-18,P104,Keyboard V2,Electronics,358,2,2,358
2024-08-18,P117,Bluetooth Speaker V3,Electronics,319,4,4,319
2024-08-18,P143,Table Clock V2,Home,215,1,6,220
2024-08-19,P128,Printer Paper V2,Office,202,2,6,206
2024-08-19,P136,Water Bottle V1,Home,294,1,3,296
2024-08-19,P139,Storage Box V1,Home,79,1,1,79
2024-08-19,P161,Charging Cable V2,Accessories,276,1,6,281
2024-08-19,P168,Desk Mat V3,Accessories,442,2,7,447
2024-08-20,P125,Desk Lamp V2,Office,220,1,4,223
2024-08-20,P133,Stapler V1,Office,137,1,2,138
2024-08-20,P159,Phone Case V3,Accessories,285,6,5,284
2024-08-20,P176,Tea V2,Grocery,293,2,2,293
2024-08-21,P105,Keyboard V3,Electronics,171,2,2,171
2024-08-21,P115,Bluetooth Speaker V1,Electronics,304,1,4,307
2024-08-21,P157,Phone Case V1,Accessories,238,2,2,238
2024-08-21,P163,Power Bank V1,Accessories,294,3,5,296
2024-08-21,P171,Travel Pouch V3,Accessories,218,1,5,222
2024-08-21,P179,Biscuits V2,Grocery,211,2,3,212
2024-08-22,P103,Keyboard V1,Electronics,263,2,7,268
2024-08-22,P158,Phone Case V2,Accessories,302,2,4,304
2024-08-23,P106,Headphones V1,Electronics,364,1,4,367
2024-08-23,P125,Desk Lamp V2,Office,269,1,4,272
2024-08-23,P146,Cushion V2,Home,366,1,5,370
2024-08-23,P171,Travel Pouch V3,Accessories,235,4,5,236
2024-08-23,P172,Coffee V1,Grocery,242,1,3,244
2024-08-24,P143,Table Clock V2,Home,129,1,6,134
2024-08-24,P144,Table Clock V3,Home,264,1,3,266
2024-08-24,P152,Cleaning Kit V2,Home,118,1,5,122
2024-08-24,P154,Laptop Bag V1,Accessories,361,1,4,364
2024-08-24,P159,Phone Case V3,Accessories,335,2,2,335
2024-08-25,P104,Keyboard V2,Electronics,337,1,3,339
2024-08-25,P147,Cushion V3,Home,240,1,7,246
2024-08-25,P151,Cleaning Kit V1,Home,164,4,8,168
2024-08-25,P177,Tea V3,Grocery,111,3,7,115
2024-08-26,P119,Notebook V2,Office,236,2,2,236
2024-08-26,P147,Cushion V3,Home,244,3,8,249
2024-08-27,P112,Webcam V1,Electronics,307,1,6,312
2024-08-27,P126,Desk Lamp V3,Office,209,1,3,211
2024-08-27,P148,LED Bulb V1,Home,170,3,3,170
2024-08-27,P166,Desk Mat V1,Accessories,127,2,4,129
2024-08-27,P173,Coffee V2,Grocery,278,3,4,279
2024-08-28,P113,Webcam V2,Electronics,95,3,1,93
2024-08-28,P114,Webcam V3,Electronics,338,6,3,335
2024-08-28,P118,Notebook V1,Office,341,1,3,343
2024-08-28,P147,Cushion V3,Home,245,4,2,243
2024-08-28,P156,Laptop Bag V3,Accessories,321,1,5,325
2024-08-28,P170,Travel Pouch V2,Accessories,226,1,3,228
2024-08-29,P102,Wireless Mouse V3,Electronics,241,1,6,246
2024-08-29,P105,Keyboard V3,Electronics,163,1,3,165
2024-08-29,P162,Charging Cable V3,Accessories,116,2,3,117
2024-08-29,P167,Desk Mat V2,Accessories,208,3,3,208
2024-08-30,P107,Headphones V2,Electronics,96,3,2,95
2024-08-30,P120,Notebook V3,Office,192,1,4,195
2024-08-30,P135,Stapler V3,Office,260,2,1,259
2024-08-30,P143,Table Clock V2,Home,205,5,7,207
2024-08-30,P144,Table Clock V3,Home,151,4,4,151
2024-08-30,P149,LED Bulb V2,Home,102,3,5,104
2024-08-31,P102,Wireless Mouse V3,Electronics,293,1,9,301
2024-08-31,P107,Headphones V2,Electronics,180,5,2,177
2024-08-31,P123,Office Chair V3,Office,59,1,5,63
2024-08-31,P127,Printer Paper V1,Office,356,2,5,359
2024-08-31,P139,Storage Box V1,Home,128,2,4,130
2024-08-31,P157,Phone Case V1,Accessories,353,3,3,353
2024-08-31,P174,Coffee V3,Grocery,285,3,4,286
2024-09-01,P108,Headphones V3,Electronics,434,1,6,439
2024-09-01,P125,Desk Lamp V2,Office,283,1,4,286
2024-09-01,P151,Cleaning Kit V1,Home,225,6,5,224
2024-09-01,P168,Desk Mat V3,Accessories,307,5,3,305
2024-09-01,P178,Biscuits V1,Grocery,257,1,3,259
2024-09-02,P107,Headphones V2,Electronics,124,1,3,126
2024-09-02,P114,Webcam V3,Electronics,377,2,5,380
2024-09-02,P145,Cushion V1,Home,96,4,7,99
2024-09-02,P147,Cushion V3,Home,205,2,2,205
2024-09-02,P157,Phone Case V1,Accessories,330,3,7,334
2024-09-02,P174,Coffee V3,Grocery,250,5,3,248
2024-09-02,P178,Biscuits V1,Grocery,235,2,4,237
2024-09-03,P124,Desk Lamp V1,Office,211,4,5,212
2024-09-03,P141,Storage Box V3,Home,222,3,6,225
2024-09-03,P177,Tea V3,Grocery,74,4,4,74
2024-09-04,P107,Headphones V2,Electronics,84,3,1,82
2024-09-04,P114,Webcam V3,Electronics,354,1,2,355
2024-09-04,P129,Printer Paper V3,Office,334,1,3,336
2024-09-04,P130,File Folder V1,Office,270,1,3,272
2024-09-04,P140,Storage Box V2,Home,192,2,1,191
2024-09-04,P153,Cleaning Kit V3,Home,427,4,5,428
2024-09-04,P154,Laptop Bag V1,Accessories,397,2,6,401
2024-09-04,P161,Charging Cable V2,Accessories,251,5,4,250
2024-09-04,P171,Travel Pouch V3,Accessories,222,1,1,222
2024-09-05,P108,Headphones V3,Electronics,423,6,2,419
2024-09-05,P112,Webcam V1,Electronics,283,2,1,282
2024-09-05,P115,Bluetooth Speaker V1,Electronics,389,2,4,391
2024-09-05,P140,Storage Box V2,Home,191,5,2,188
2024-09-05,P143,Table Clock V2,Home,196,5,8,199
2024-09-05,P144,Table Clock V3,Home,145,1,3,147
2024-09-05,P153,Cleaning Kit V3,Home,296,3,3,296
2024-09-05,P157,Phone Case V1,Accessories,336,4,4,336
2024-09-05,P177,Tea V3,Grocery,90,1,3,92
2024-09-06,P112,Webcam V1,Electronics,367,3,1,365
2024-09-06,P113,Webcam V2,Electronics,238,1,7,244
2024-09-06,P156,Laptop Bag V3,Accessories,402,2,2,402
2024-09-07,P104,Keyboard V2,Electronics,297,5,5,297
2024-09-07,P106,Headphones V1,Electronics,273,3,2,272
2024-09-07,P135,Stapler V3,Office,390,1,9,398
2024-09-07,P157,Phone Case V1,Accessories,302,4,6,304
2024-09-08,P120,Notebook V3,Office,101,3,5,103
2024-09-08,P121,Office Chair V1,Office,287,2,5,290
2024-09-08,P145,Cushion V1,Home,112,4,3,111
2024-09-09,P101,Wireless Mouse V2,Electronics,218,1,3,220
2024-09-09,P119,Notebook V2,Office,333,2,1,332
2024-09-09,P135,Stapler V3,Office,261,2,3,262
2024-09-09,P157,Phone Case V1,Accessories,359,2,3,360
2024-09-09,P166,Desk Mat V1,Accessories,115,4,3,114
2024-09-10,P101,Wireless Mouse V2,Electronics,276,2,1,275
2024-09-10,P103,Keyboard V1,Electronics,286,4,3,285
2024-09-10,P128,Printer Paper V2,Office,155,3,2,154
2024-09-10,P152,Cleaning Kit V2,Home,120,1,5,124
2024-09-10,P156,Laptop Bag V3,Accessories,404,3,2,403
2024-09-10,P159,Phone Case V3,Accessories,321,2,4,323
2024-09-11,P112,Webcam V1,Electronics,306,2,5,309
2024-09-11,P120,Notebook V3,Office,141,2,2,141
2024-09-11,P121,Office Chair V1,Office,298,1,4,301
2024-09-11,P126,Desk Lamp V3,Office,242,2,6,246
2024-09-11,P127,Printer Paper V1,Office,312,1,0,311
2024-09-11,P165,Power Bank V3,Accessories,144,4,5,145
2024-09-11,P171,Travel Pouch V3,Accessories,166,3,3,166
2024-09-12,P110,USB Hub V2,Electronics,318,2,2,318
2024-09-12,P118,Notebook V1,Office,328,1,3,330
2024-09-12,P144,Table Clock V3,Home,149,3,4,150
2024-09-12,P157,Phone Case V1,Accessories,329,4,0,325
2024-09-12,P177,Tea V3,Grocery,174,1,3,176
2024-09-13,P105,Keyboard V3,Electronics,207,3,2,206
2024-09-13,P120,Notebook V3,Office,52,1,0,51
2024-09-13,P121,Office Chair V1,Office,277,3,1,275
2024-09-13,P147,Cushion V3,Home,336,1,3,338
2024-09-13,P166,Desk Mat V1,Accessories,186,5,4,185
2024-09-13,P169,Travel Pouch V1,Accessories,277,5,1,273
2024-09-14,P108,Headphones V3,Electronics,319,1,7,325
2024-09-14,P117,Bluetooth Speaker V3,Electronics,259,1,3,261
2024-09-14,P141,Storage Box V3,Home,309,3,4,310
2024-09-14,P142,Table Clock V1,Home,169,2,5,172
2024-09-14,P155,Laptop Bag V2,Accessories,260,2,5,263
2024-09-14,P176,Tea V2,Grocery,282,3,6,285
2024-09-15,P107,Headphones V2,Electronics,205,2,3,206
2024-09-15,P112,Webcam V1,Electronics,285,1,11,295
2024-09-15,P119,Notebook V2,Office,239,2,3,240
2024-09-15,P134,Stapler V2,Office,304,3,1,302
2024-09-15,P150,LED Bulb V3,Home,227,1,2,228
2024-09-15,P151,Cleaning Kit V1,Home,133,2,3,134
2024-09-15,P160,Charging Cable V1,Accessories,312,4,4,312
2024-09-15,P172,Coffee V1,Grocery,132,2,6,136
2024-09-15,P176,Tea V2,Grocery,319,3,5,321
2024-09-16,P100,Wireless Mouse V1,Electronics,153,2,4,155
2024-09-16,P102,Wireless Mouse V3,Electronics,307,2,4,309
2024-09-16,P105,Keyboard V3,Electronics,111,1,3,113
2024-09-16,P118,Notebook V1,Office,269,2,7,274
2024-09-16,P126,Desk Lamp V3,Office,297,1,5,301
2024-09-16,P129,Printer Paper V3,Office,340,2,2,340
2024-09-16,P135,Stapler V3,Office,312,2,6,316
2024-09-16,P138,Water Bottle V3,Home,78,2,2,78
2024-09-16,P144,Table Clock V3,Home,203,2,4,205
2024-09-16,P151,Cleaning Kit V1,Home,250,2,0,248
2024-09-16,P166,Desk Mat V1,Accessories,126,3,2,125
2024-09-16,P176,Tea V2,Grocery,292,3,1,290
2024-09-17,P101,Wireless Mouse V2,Electronics,175,1,5,179
2024-09-17,P105,Keyboard V3,Electronics,154,3,7,158
2024-09-17,P112,Webcam V1,Electronics,367,2,1,366
2024-09-17,P136,Water Bottle V1,Home,341,2,6,345
2024-09-17,P145,Cushion V1,Home,171,2,6,175
2024-09-17,P148,LED Bulb V1,Home,165,2,1,164
2024-09-17,P155,Laptop Bag V2,Accessories,236,2,3,237
2024-09-18,P119,Notebook V2,Office,231,1,3,233
2024-09-18,P122,Office Chair V2,Office,127,5,5,127
2024-09-18,P125,Desk Lamp V2,Office,225,4,7,228
2024-09-18,P150,LED Bulb V3,Home,254,3,4,255
2024-09-18,P152,Cleaning Kit V2,Home,206,2,1,205
2024-09-18,P153,Cleaning Kit V3,Home,350,2,5,353
2024-09-18,P155,Laptop Bag V2,Accessories,240,2,0,238
2024-09-18,P168,Desk Mat V3,Accessories,379,1,1,379
2024-09-18,P175,Tea V1,Grocery,229,1,3,231
2024-09-19,P126,Desk Lamp V3,Office,268,1,4,271
2024-09-19,P163,Power Bank V1,Accessories,311,5,5,311
2024-09-20,P110,USB Hub V2,Electronics,383,1,2,384
2024-09-20,P123,Office Chair V3,Office,144,1,4,147
2024-09-20,P144,Table Clock V3,Home,237,1,10,246
2024-09-20,P157,Phone Case V1,Accessories,331,3,5,333
2024-09-20,P167,Desk Mat V2,Accessories,223,1,6,228
2024-09-20,P175,Tea V1,Grocery,265,1,2,266
2024-09-21,P106,Headphones V1,Electronics,333,5,7,335
2024-09-21,P115,Bluetooth Speaker V1,Electronics,377,3,2,376
2024-09-21,P135,Stapler V3,Office,382,3,6,385
2024-09-21,P148,LED Bulb V1,Home,288,2,3,289
2024-09-21,P155,Laptop Bag V2,Accessories,223,1,3,225
2024-09-21,P170,Travel Pouch V2,Accessories,129,2,4,131
2024-09-21,P174,Coffee V3,Grocery,270,2,4,272
2024-09-21,P176,Tea V2,Grocery,263,3,6,266
2024-09-22,P123,Office Chair V3,Office,93,1,6,98
2024-09-22,P174,Coffee V3,Grocery,169,3,4,170
2024-09-22,P178,Biscuits V1,Grocery,200,2,4,202
2024-09-22,P179,Biscuits V2,Grocery,179,5,6,180
2024-09-23,P124,Desk Lamp V1,Office,245,2,3,246
2024-09-23,P125,Desk Lamp V2,Office,305,3,5,307
2024-09-23,P148,LED Bulb V1,Home,188,1,3,190
2024-09-23,P156,Laptop Bag V3,Accessories,340,3,9,346
2024-09-23,P177,Tea V3,Grocery,197,4,5,198
2024-09-24,P108,Headphones V3,Electronics,347,1,2,348
2024-09-24,P120,Notebook V3,Office,55,2,3,56
2024-09-24,P144,Table Clock V3,Home,272,1,8,279
2024-09-24,P161,Charging Cable V2,Accessories,245,1,5,249
2024-09-24,P162,Charging Cable V3,Accessories,69,1,6,74
2024-09-25,P115,Bluetooth Speaker V1,Electronics,389,3,4,390
2024-09-25,P122,Office Chair V2,Office,178,3,2,177
2024-09-25,P128,Printer Paper V2,Office,138,3,6,141
2024-09-25,P133,Stapler V1,Office,52,1,4,55
2024-09-25,P142,Table Clock V1,Home,131,3,4,132
2024-09-25,P152,Cleaning Kit V2,Home,240,3,2,239
2024-09-26,P105,Keyboard V3,Electronics,226,1,7,232
2024-09-26,P130,File Folder V1,Office,293,2,7,298
2024-09-26,P157,Phone Case V1,Accessories,292,5,2,289
2024-09-26,P168,Desk Mat V3,Accessories,358,5,4,357
2024-09-26,P176,Tea V2,Grocery,306,2,6,310
2024-09-27,P110,USB Hub V2,Electronics,395,4,4,395
2024-09-27,P111,USB Hub V3,Electronics,372,1,7,378
2024-09-27,P123,Office Chair V3,Office,84,3,4,85
2024-09-27,P138,Water Bottle V3,Home,174,4,2,172
2024-09-27,P143,Table Clock V2,Home,224,5,5,224
2024-09-27,P155,Laptop Bag V2,Accessories,296,1,3,298
2024-09-27,P166,Desk Mat V1,Accessories,157,5,3,155
2024-09-27,P172,Coffee V1,Grocery,194,1,3,196
2024-09-28,P108,Headphones V3,Electronics,363,1,9,371
2024-09-28,P118,Notebook V1,Office,347,1,2,348
2024-09-28,P120,Notebook V3,Office,102,1,4,105
2024-09-28,P124,Desk Lamp V1,Office,279,4,5,280
2024-09-28,P134,Stapler V2,Office,192,2,4,194
2024-09-28,P143,Table Clock V2,Home,166,4,2,164
2024-09-28,P147,Cushion V3,Home,290,2,4,292
2024-09-28,P150,LED Bulb V3,Home,245,1,3,247
2024-09-28,P177,Tea V3,Grocery,96,1,1,96
2024-09-29,P106,Headphones V1,Electronics,398,2,6,402
2024-09-29,P108,Headphones V3,Electronics,399,2,3,400
2024-09-29,P115,Bluetooth Speaker V1,Electronics,381,3,4,382
2024-09-29,P144,Table Clock V3,Home,276,2,3,277
2024-09-29,P146,Cushion V2,Home,265,3,6,268
2024-09-29,P158,Phone Case V2,Accessories,260,2,7,265
2024-09-29,P177,Tea V3,Grocery,153,1,2,154
2024-09-30,P105,Keyboard V3,Electronics,188,2,4,190
2024-09-30,P132,File Folder V3,Office,349,2,2,349
2024-09-30,P155,Laptop Bag V2,Accessories,350,1,1,350
2024-09-30,P178,Biscuits V1,Grocery,228,2,7,233
2024-10-01,P119,Notebook V2,Office,241,4,3,240
2024-10-01,P165,Power Bank V3,Accessories,160,2,3,161
2024-10-01,P168,Desk Mat V3,Accessories,339,1,7,345
2024-10-02,P106,Headphones V1,Electronics,380,2,3,381
2024-10-02,P109,USB Hub V1,Electronics,293,1,8,300
2024-10-02,P110,USB Hub V2,Electronics,271,1,3,273
2024-10-02,P130,File Folder V1,Office,359,5,7,361
2024-10-02,P149,LED Bulb V2,Home,137,1,8,144
2024-10-02,P153,Cleaning Kit V3,Home,287,2,5,290
2024-10-02,P167,Desk Mat V2,Accessories,222,3,3,222
2024-10-03,P113,Webcam V2,Electronics,96,3,1,94
2024-10-03,P118,Notebook V1,Office,340,3,5,342
2024-10-03,P133,Stapler V1,Office,51,2,3,52
2024-10-03,P143,Table Clock V2,Home,144,1,0,143
2024-10-03,P157,Phone Case V1,Accessories,331,3,3,331
2024-10-03,P166,Desk Mat V1,Accessories,196,3,3,196
2024-10-03,P168,Desk Mat V3,Accessories,387,4,6,389
2024-10-03,P178,Biscuits V1,Grocery,229,2,1,228
2024-10-04,P105,Keyboard V3,Electronics,145,4,3,144
2024-10-04,P146,Cushion V2,Home,299,3,2,298
2024-10-05,P106,Headphones V1,Electronics,406,3,2,405
2024-10-05,P112,Webcam V1,Electronics,312,1,3,314
2024-10-05,P125,Desk Lamp V2,Office,240,1,4,243
2024-10-05,P129,Printer Paper V3,Office,279,1,1,279
2024-10-05,P132,File Folder V3,Office,223,4,3,222
2024-10-05,P133,Stapler V1,Office,49,3,2,48
2024-10-05,P142,Table Clock V1,Home,126,3,6,129
2024-10-05,P147,Cushion V3,Home,297,3,5,299
2024-10-05,P156,Laptop Bag V3,Accessories,356,8,5,353
2024-10-05,P159,Phone Case V3,Accessories,219,4,5,220
2024-10-05,P177,Tea V3,Grocery,134,4,6,136
2024-10-07,P118,Notebook V1,Office,355,5,6,356
2024-10-07,P135,Stapler V3,Office,332,3,4,333
2024-10-07,P146,Cushion V2,Home,321,2,6,325
2024-10-07,P152,Cleaning Kit V2,Home,139,2,3,140
2024-10-07,P157,Phone Case V1,Accessories,268,6,3,265
2024-10-07,P162,Charging Cable V3,Accessories,183,3,6,186
2024-10-08,P121,Office Chair V1,Office,383,1,4,386
2024-10-08,P133,Stapler V1,Office,104,3,3,104
2024-10-09,P123,Office Chair V3,Office,182,2,6,186
2024-10-09,P141,Storage Box V3,Home,351,1,3,353
2024-10-09,P158,Phone Case V2,Accessories,214,2,5,217
2024-10-09,P164,Power Bank V2,Accessories,306,2,5,309
2024-10-09,P168,Desk Mat V3,Accessories,356,4,2,354
2024-10-09,P177,Tea V3,Grocery,127,1,2,128
2024-10-10,P116,Bluetooth Speaker V2,Electronics,250,1,5,254
2024-10-10,P119,Notebook V2,Office,334,2,1,333
2024-10-10,P140,Storage Box V2,Home,163,3,3,163
2024-10-10,P144,Table Clock V3,Home,141,3,8,146
2024-10-10,P175,Tea V1,Grocery,151,1,0,150
2024-10-10,P177,Tea V3,Grocery,185,5,3,183
2024-10-11,P102,Wireless Mouse V3,Electronics,316,1,6,321
2024-10-11,P105,Keyboard V3,Electronics,227,3,3,227
2024-10-11,P128,Printer Paper V2,Office,158,6,4,156
2024-10-11,P130,File Folder V1,Office,348,1,3,350
2024-10-11,P137,Water Bottle V2,Home,162,2,6,166
2024-10-11,P151,Cleaning Kit V1,Home,168,2,3,169
2024-10-11,P173,Coffee V2,Grocery,294,1,8,301
2024-10-12,P111,USB Hub V3,Electronics,331,5,3,329
2024-10-12,P120,Notebook V3,Office,63,2,5,66
2024-10-12,P150,LED Bulb V3,Home,135,2,3,136
2024-10-13,P110,USB Hub V2,Electronics,368,2,4,370
2024-10-13,P113,Webcam V2,Electronics,118,3,6,121
2024-10-13,P127,Printer Paper V1,Office,334,2,4,336
2024-10-14,P105,Keyboard V3,Electronics,221,2,2,221
2024-10-14,P107,Headphones V2,Electronics,209,3,9,215
2024-10-14,P123,Office Chair V3,Office,76,3,9,82
2024-10-14,P131,File Folder V2,Office,200,4,3,199
2024-10-14,P141,Storage Box V3,Home,290,4,1,287
2024-10-14,P159,Phone Case V3,Accessories,325,3,1,323
2024-10-14,P168,Desk Mat V3,Accessories,346,6,6,346
2024-10-15,P100,Wireless Mouse V1,Electronics,167,1,4,170
2024-10-15,P103,Keyboard V1,Electronics,238,1,5,242
2024-10-15,P148,LED Bulb V1,Home,155,2,4,157
2024-10-15,P151,Cleaning Kit V1,Home,121,2,3,122
2024-10-15,P152,Cleaning Kit V2,Home,171,1,4,174
2024-10-15,P156,Laptop Bag V3,Accessories,328,1,4,331
2024-10-15,P157,Phone Case V1,Accessories,301,7,9,303
2024-10-15,P161,Charging Cable V2,Accessories,290,6,3,287
2024-10-16,P102,Wireless Mouse V3,Electronics,253,6,3,250
2024-10-16,P105,Keyboard V3,Electronics,167,4,2,165
2024-10-16,P108,Headphones V3,Electronics,345,5,3,343
2024-10-16,P115,Bluetooth Speaker V1,Electronics,287,5,3,285
2024-10-16,P135,Stapler V3,Office,351,1,8,358
2024-10-16,P160,Charging Cable V1,Accessories,283,2,4,285
2024-10-17,P110,USB Hub V2,Electronics,395,3,5,397
